airline_sentiment,negativereason,airline,name
negative,Cancelled Flight,American,marcy_test
negative,Cancelled Flight,American,H00SIERB0Y
negative,Customer Service Issue,American,GrxntChristian
negative,Cancelled Flight,American,GarrettBogar
positive,,American,fmisle
negative,Lost Luggage,American,showbiz411
negative,Customer Service Issue,American,CathyS_1109
negative,Flight Attendant Complaints,American,GarrettBogar
neutral,,American,MDTwankyTwank
negative,Flight Attendant Complaints,American,Alefishman
positive,,American,csckirk
negative,Customer Service Issue,American,CineDrones
negative,Cancelled Flight,American,iWorldSolutions
negative,Can't Tell,American,Caleigh_Wilson
positive,,American,tifotter
negative,Can't Tell,American,em_fitzpatrick
positive,,American,lczand
neutral,,American,Gww1863
neutral,,American,uneek1908
negative,Can't Tell,American,nrosenb1
negative,Customer Service Issue,American,jdl_il
positive,,American,SusieKapnas
negative,Lost Luggage,American,showbiz411
neutral,,American,Amrutafrika
neutral,,American,aprilteybrown
positive,,American,JohnHam2500
negative,Customer Service Issue,American,samcurly
negative,Can't Tell,American,JasonShaw2
negative,Cancelled Flight,American,SarahFoglia
negative,Damaged Luggage,American,CineDrones
negative,Late Flight,American,titoebc
negative,Flight Booking Problems,American,Rachelgaffney
positive,,American,Ben_Epperson
negative,Flight Booking Problems,American,kiasuchick
negative,longlines,American,_apm_23
neutral,,American,csckirk
positive,,American,ZamaTea
negative,Late Flight,American,RealDavidSilva
neutral,,American,King_Lito10
negative,Can't Tell,American,siltonygonzalez
negative,Lost Luggage,American,siltonygonzalez
positive,,American,lsongne
neutral,,American,nrosenb1
negative,Late Flight,American,jdl_il
neutral,,American,JMeszar
neutral,,American,aprilteybrown
negative,Late Flight,American,samuel_cloude
neutral,,American,muyguapo8
negative,Customer Service Issue,American,Caleigh_Wilson
negative,Flight Booking Problems,American,JMeszar
negative,Customer Service Issue,American,sirmunchie
negative,Customer Service Issue,American,CineDrones
neutral,,American,DWare_Laflare
neutral,,American,stormxlove47
negative,Customer Service Issue,American,AtomicSyzygy
neutral,,American,MEGENTRIPODI
neutral,,American,jaxyeary
negative,Bad Flight,American,csw65
neutral,,American,kiasuchick
negative,Bad Flight,American,zZzTeHzZz
positive,,American,nickandriani
negative,Late Flight,American,louprice13
negative,Customer Service Issue,American,RobGlaser
negative,Bad Flight,American,lczand
negative,Can't Tell,American,JasonShaw2
negative,Customer Service Issue,American,JasonShaw2
negative,Customer Service Issue,American,JasonShaw2
negative,Cancelled Flight,American,JasonShaw2
negative,Customer Service Issue,American,youroptimallife
negative,Cancelled Flight,American,JasonShaw2
negative,Cancelled Flight,American,JasonShaw2
negative,Customer Service Issue,American,nrosenb1
positive,,American,shaun_souza
neutral,,American,wfaachannel8
negative,Customer Service Issue,American,nrosenb1
negative,Late Flight,American,ImagineHC
negative,Can't Tell,American,joshua_saucedo
positive,,American,NickWellen
negative,Lost Luggage,American,jwmb6c
negative,Customer Service Issue,American,Tai00
negative,Cancelled Flight,American,shelia_talia
negative,Flight Booking Problems,American,nrosenb1
negative,Cancelled Flight,American,DonnyrMartin
negative,Late Flight,American,Vink401
negative,Customer Service Issue,American,Caleigh_Wilson
negative,Customer Service Issue,American,weezerandburnie
negative,Customer Service Issue,American,amydresnick
negative,Late Flight,American,Vink401
negative,Can't Tell,American,eb83125
negative,Flight Booking Problems,American,amandakryska
negative,Customer Service Issue,American,weezerandburnie
negative,Customer Service Issue,American,foschini3
positive,,American,WanderLustErin
positive,,American,Kristimb
negative,Late Flight,American,rduffy487
negative,Customer Service Issue,American,archetype_snypo
negative,Customer Service Issue,American,Rizzilient
negative,Customer Service Issue,American,sirmunchie
neutral,,American,alnanderson
positive,,American,RobertCossar
negative,Customer Service Issue,American,RobGlaser
neutral,,American,kiasuchick
negative,Customer Service Issue,American,faisal_tayebjee
negative,Customer Service Issue,American,MSFHQ
negative,Lost Luggage,American,kock
negative,Lost Luggage,American,monumentsinking
negative,Cancelled Flight,American,StephFCampbell
negative,Late Flight,American,vickyyp__
neutral,,American,PareshRP
negative,Customer Service Issue,American,Amrutafrika
negative,Customer Service Issue,American,msofka
negative,Cancelled Flight,American,NickWellen
neutral,,American,NickWellen
positive,,American,TheCandaceSmith
negative,Cancelled Flight,American,krescate
positive,,American,momsgoodeats
neutral,,American,DeputyBrans
negative,Customer Service Issue,American,Amrutafrika
negative,Customer Service Issue,American,blogblogblog
negative,Customer Service Issue,American,msofka
negative,Can't Tell,American,BridgeburnerFid
negative,Customer Service Issue,American,AJDelgado13
neutral,,American,SGMo_
negative,Bad Flight,American,louprice13
positive,,American,gcollingwood
negative,Late Flight,American,gcollingwood
negative,Can't Tell,American,davidsalomonr
negative,Customer Service Issue,American,DWare_Laflare
negative,Can't Tell,American,Amrutafrika
negative,Customer Service Issue,American,msofka
neutral,,American,chaigen1
negative,Lost Luggage,American,AMoChapman
positive,,American,projectguy
positive,,American,cubexg
negative,Cancelled Flight,American,youroptimallife
negative,Late Flight,American,archetype_snypo
negative,Flight Attendant Complaints,American,garytx
negative,Customer Service Issue,American,DWare_Laflare
neutral,,American,JohnMHaaland
negative,Customer Service Issue,American,weezerandburnie
negative,Customer Service Issue,American,sammi2943
positive,,American,unadesmemoriada
neutral,,American,lczand
negative,Flight Attendant Complaints,American,Lauren_Nann
negative,Bad Flight,American,rkaradi
negative,Flight Booking Problems,American,redeyes313
negative,Customer Service Issue,American,mikesnavely
negative,Customer Service Issue,American,AChinRust
negative,Late Flight,American,nf14jk
positive,,American,maryella_green
positive,,American,sherscott
negative,Bad Flight,American,kathyjazztx
negative,Customer Service Issue,American,StephFCampbell
negative,Late Flight,American,LunaStarwind
positive,,American,maryella_green
neutral,,American,NickWellen
neutral,,American,shaun_souza
negative,Lost Luggage,American,vickky1319
neutral,,American,msofka
negative,Customer Service Issue,American,msofka
positive,,American,Princessk91
negative,Customer Service Issue,American,jokerunning
negative,Late Flight,American,contactcej
neutral,,American,adams_jaco
negative,Customer Service Issue,American,TinaHovsepian
negative,Lost Luggage,American,Captain_A_Hab
negative,Late Flight,American,msofka
positive,,American,LSlay19
negative,Flight Booking Problems,American,theresa_harrell
negative,Late Flight,American,cubexg
neutral,,American,lizzybethc
neutral,,American,lizzybethc
negative,Customer Service Issue,American,garytx
positive,,American,MarkMan23
negative,Can't Tell,American,chagaga2013
negative,Customer Service Issue,American,fsugoldy
negative,Late Flight,American,chagaga2013
negative,Flight Attendant Complaints,American,chagaga2013
negative,Customer Service Issue,American,FunNateofPMG
negative,Customer Service Issue,American,chagaga2013
negative,Can't Tell,American,djjohnpayne
positive,,American,mikeschmenger
negative,Can't Tell,American,redeyes313
negative,Customer Service Issue,American,AChinRust
negative,Lost Luggage,American,sammi2943
negative,Cancelled Flight,American,shelia_talia
negative,Lost Luggage,American,Wswallace1
negative,Late Flight,American,nf14jk
negative,Cancelled Flight,American,melindaeasley
positive,,American,PareshRP
negative,Flight Booking Problems,American,msofka
neutral,,American,waynebevan
negative,Can't Tell,American,whyemes
negative,Customer Service Issue,American,jokerunning
positive,,American,flemmingerin
negative,Late Flight,American,StevenCWaters
negative,Customer Service Issue,American,StephanSDalal
positive,,American,susan2312
negative,Late Flight,American,JeremyDDickey
negative,Customer Service Issue,American,ashritt
neutral,,American,runsammrun
negative,Customer Service Issue,American,ItsJustJill
negative,Customer Service Issue,American,frqnttraveler
negative,Lost Luggage,American,Princessk91
negative,Bad Flight,American,nopunsforrori
negative,Can't Tell,American,monumentsinking
negative,Customer Service Issue,American,ariefriedheim
negative,Customer Service Issue,American,ollypop15
negative,Flight Attendant Complaints,American,Robin_Downing
negative,Customer Service Issue,American,MaryHan28
negative,Can't Tell,American,egk7
negative,Can't Tell,American,vickyyp__
negative,Customer Service Issue,American,egk7
neutral,,American,HargobindV
positive,,American,CorsoSystems
negative,Late Flight,American,samoss58
negative,Cancelled Flight,American,PervezNabil
negative,Customer Service Issue,American,UllCon
negative,Flight Booking Problems,American,JeremyDDickey
negative,Can't Tell,American,PhilipStafford
negative,Customer Service Issue,American,judyatpan
negative,Bad Flight,American,PhilipStafford
positive,,American,Darth_Roo
negative,Can't Tell,American,GREATNESSEOA
negative,Customer Service Issue,American,GREATNESSEOA
negative,Customer Service Issue,American,chagaga2013
negative,Late Flight,American,chagaga2013
negative,Flight Booking Problems,American,fsugoldy
negative,Customer Service Issue,American,chagaga2013
negative,Customer Service Issue,American,chagaga2013
negative,Can't Tell,American,chagaga2013
negative,Customer Service Issue,American,vairamo
negative,Customer Service Issue,American,AMoChapman
negative,Lost Luggage,American,raymackin
negative,Cancelled Flight,American,chagaga2013
neutral,,American,davejmt
negative,Flight Booking Problems,American,Rizzilient
negative,Can't Tell,American,TinaHovsepian
neutral,,American,murraysm
negative,Lost Luggage,American,raymackin
negative,Customer Service Issue,American,mcconnell_km
negative,Late Flight,American,nf14jk
negative,Customer Service Issue,American,drestuart
neutral,,American,CineDrones
negative,Flight Booking Problems,American,redeyes313
negative,Flight Attendant Complaints,American,waynebevan
negative,Customer Service Issue,American,waynebevan
negative,Flight Booking Problems,American,redeyes313
neutral,,American,NRellas
negative,Customer Service Issue,American,waynebevan
negative,Flight Booking Problems,American,redeyes313
positive,,American,EarlGrice
negative,Customer Service Issue,American,AsianInTheSun
negative,Can't Tell,American,joseglopez00
neutral,,American,runsammrun
neutral,,American,jetsetterprob
neutral,,American,leahstokes
negative,Customer Service Issue,American,shelleyward73
negative,Can't Tell,American,nathanwoodward
negative,Late Flight,American,samoss58
neutral,,American,scottfmurphy
negative,Customer Service Issue,American,amydresnick
positive,,American,brianvautour
positive,,American,deongordon
neutral,,American,kiasuchick
negative,Late Flight,American,SenorIanAllan
negative,Damaged Luggage,American,SamuelMondo
negative,Customer Service Issue,American,GREATNESSEOA
negative,Customer Service Issue,American,GREATNESSEOA
neutral,,American,2tsieRole
negative,Can't Tell,American,GREATNESSEOA
negative,Customer Service Issue,American,Africanbeauteee
negative,Damaged Luggage,American,SamuelMondo
negative,Customer Service Issue,American,SamuelMondo
negative,Customer Service Issue,American,vairamo
neutral,,American,HanlonBrothers
negative,Can't Tell,American,ebaska225
negative,Customer Service Issue,American,leahstokes
negative,Cancelled Flight,American,leahstokes
negative,Damaged Luggage,American,CineDrones
neutral,,American,hellodukesy
negative,Customer Service Issue,American,hellodukesy
neutral,,American,jckaufman
negative,Customer Service Issue,American,ekatz24
neutral,,American,Andyba25
negative,Customer Service Issue,American,kanne822
negative,Flight Booking Problems,American,UllCon
negative,Customer Service Issue,American,ShannonRuetsch
neutral,,American,hoagy10
negative,Customer Service Issue,American,T_Money84
negative,Lost Luggage,American,pantsasnapkins
negative,Lost Luggage,American,GrrraceSM
negative,Customer Service Issue,American,shelleyward73
negative,Lost Luggage,American,reebokpumped
negative,Late Flight,American,cubexg
negative,Customer Service Issue,American,hamms6
negative,Customer Service Issue,American,GabrielleRubyM
negative,Customer Service Issue,American,msc9004
negative,Customer Service Issue,American,Rizzilient
negative,Late Flight,American,jasemccarty
neutral,,American,leahstokes
positive,,American,deongordon
negative,Customer Service Issue,American,leahstokes
negative,Customer Service Issue,American,leahstokes
neutral,,American,KestrelEng
negative,Late Flight,American,jasemccarty
neutral,,American,KestrelEng
negative,Customer Service Issue,American,TejasGooner
negative,Cancelled Flight,American,dustinpjones
negative,Customer Service Issue,American,redeyes313
negative,Late Flight,American,drinkmud
positive,,American,Princessk91
negative,Customer Service Issue,American,DCrunner926
neutral,,American,DigitalEdMom
negative,Can't Tell,American,FNMacDougall
negative,Cancelled Flight,American,Rpavesio
neutral,,American,soshoreqt
negative,Lost Luggage,American,FunNateofPMG
negative,Customer Service Issue,American,roblasvegas
negative,Customer Service Issue,American,fantacychristin
negative,Bad Flight,American,DavidVing
